YTID	label
LAVr291jgR8_210000	Speech
SLsFOd-Xv1o_0	Fireworks
4M8Jox8RUY8_40000	Snoring
JfBTlyHH2XI_80000	Music
1V9CWQNZRF8_450000	Heavy engine (low frequency)
1nYaEoAJdZw_10000	Outside, rural or natural
8sMCf194HOc_30000	Animal
8oOLbD_cPYI_4000	Vehicle
n6PQlh-g7tU_70000	Whack, thwack
O2FnfsRr6zo_430000	Fireworks
BVmY3t2SjHE_30000	Vehicle
d-svfUMX3BM_10000	Child speech, kid speaking
5uPAqk783Ek_60000	Siren
-KsTp_GYBoU_90000	Animal
MaCIZ1UUnbE_40000	Animal
8iF4OnCc-pQ_210000	Bird
5e8dnZnkLkw_60000	Laughter
2GdvXTqSG18_30000	Female singing
1iCUCx9p1KI_30000	Vehicle
TLDIzN6MkfI_120000	Crowd
Rbme1ux3CE8_50000	Vacuum cleaner
-XcQy3Np0ww_30000	Car passing by
DKDsg_cYCTc_80000	Engine
WmKXjQ_lFWg_0	Inside, small room
4Ki-OZRJEwU_4000	Engine
8R8F5C8WBNw_60000	Gunshot, gunfire
0-KeN5sfo-M_21000	Fireworks
_nol57t5Mlg_60000	Child speech, kid speaking
IK9DLm06eLQ_60000	Whistling
5Xf1xYpBQjw_30000	Mantra
DE6bdmnmPtg_60000	Whack, thwack
5cq0Qwhis3c_0	Laughter
CkAGY3spYG8_0	Silence
5Xu5FJLNTHY_500000	Vacuum cleaner
Iq5v8gESkCM_0	Snoring
00kiylShRxU_60000	Snoring
dvlsy2j4XxE_120000	Laughter
l2F8WoFeTnI_30000	Printer
CxmxQQQEk_Q_1000	Silence
W0mijeON0Co_10000	Vacuum cleaner
cm6uEFfW5to_60000	Whistling
PeN0BUbCdVE_30000	Animal
Gg8qVEvD8Q0_540000	Whistling
K1YFLzfKmm8_480000	Gunshot, gunfire
3jPvzBbfueI_30000	Female singing
SBjojQHyGZw_110000	Car passing by
7rfS6G-1WYQ_30000	Silence
9APqBU14-Mo_20000	Water
Ch5_-jvmUwQ_14000	Speech
ElJFYwRtrH4_30000	Child speech, kid speaking
3g_Yi_ENvq8_30000	Silence
8AnlI47Vfzg_40000	Child speech, kid speaking
0H814XXq-WQ_30000	Crowd
2s67Dy2chRw_30000	Animal
-10moqBJoFg_30000	Music
GFsgjayBMt8_70000	Printer
7Vik44Ov0kA_210000	Animal
9MkZkVeaMCs_60000	Music
PBppme6lXN8_30000	Crowd
-PdWUY-z4do_30000	Crowd
4FsNTLhUaVY_60000	Siren
2lNUXeMLVuQ_10000	Engine
0ng4P5U9fYM_23000	Animal
uUcUU6NpDUw_30000	Water
8k8Ck-cIuK0_30000	Printer
-pwf1dqYzNo_30000	Engine
LGDeKfeW1Cs_190000	Crowd
QR2nVWdxa2E_70000	Speech
2LShvS4yuB0_21000	Siren
RNeApQUd5p8_30000	Printer
25PRr_4tzTU_30000	Speech
0DsEGinKxBM_280000	Female singing
Lg9lMcAKzP4_0	Singing
4cCGg38Xsgw_100000	Music
MpWa14WHW1U_30000	Printer
BRozXvsNyxQ_30000	Car passing by
-1KJd0b46Tw_30000	Vacuum cleaner
P9EyfBbH1SI_20000	Child speech, kid speaking
-QjPiUDOmzs_30000	Crowd
--7RQ59Nsc0_30000	Speech
24d8qg_2gLs_40000	Music
IPq-W_CgZ_U_30000	Mantra
3AnJo6ZZEp0_30000	Siren
91dnB9arRVo_23000	Sound effect
517eoEgyO88_430000	Animal
3jwbksLGgwA_30000	Silence
OO6ADImGSPY_30000	Child speech, kid speaking
QLWgvnzkYuc_20000	Water
-1DpOYFdTNA_21000	Car passing by
DlQkBlkfyss_140000	Female singing
5VZcokFMEDo_30000	Animal
Akl82MKua1M_130000	Speech
-AJx8ROR0SQ_30000	Laughter
GEaPkbvHIes_200000	Speech
6TYV5DARr-o_30000	Female singing
1Gdi3Txz2Ls_200000	Car passing by
ObbD5D11Tks_40000	Whistling
PD4z_hzbAnQ_120000	Music
f8RnxJG0YAA_30000	Car passing by
M4fABKU5vyM_110000	Child speech, kid speaking
gMGlJWRJxhc_180000	Vacuum cleaner
OO0clKRwKGs_0	Engine
-9PV1PRniMA_30000	Speech
GZiF7PaLFlg_30000	Mantra
-Yv_h-xbotk_30000	Female singing
CzJ5ikQAPHE_260000	Gunshot, gunfire
-4XVS6jMZbs_30000	Siren
HAfJ1jyyWNU_330000	Laughter
6W_SM1_IYH8_30000	Vehicle
p3IDdRuOQmM_25000	Vehicle
HeEa1GZpUGI_30000	Gunshot, gunfire
VPSRpRgKh-U_60000	Snoring
PbnQgQMgbMU_30000	Engine
-P_BG3Z74r8_30000	Car passing by
7GDYDFkOZXo_30000	Inside, small room
05Plf6nWRUc_470000	Animal
L29Oi5_wYGs_30000	Speech
8xNgrd2DI5w_24000	Animal
HXGYUAxvyZ8_170000	Water
-y4W6ktLEns_250000	Silence
CO6MPJwJseo_150000	Car passing by
-AAUzJI-Tfw_30000	Inside, large room or hall
_P96ibCmCt0_140000	Inside, small room
8a4Zec3h3LM_30000	Vacuum cleaner
JZuXFU4vIdo_30000	Heavy engine (low frequency)
1PrIUCXw7wE_60000	Singing
Mz_lC1TMTeI_30000	Fireworks
09bETc7bSIA_30000	Engine
NzJ1RMR_sWw_50000	Water
87ubkqdWhQI_30000	Gunshot, gunfire
-3l4ei3iLe4_30000	Mantra
AIen2QPoaUA_200000	Whack, thwack
GuIxgr1lfCw_30000	Tools
9KhDXUt5IoM_370000	Tools
N8RJKwAHwm0_4000	Engine
EGR7EIz9JQ4_30000	Siren
G-VJomdAZbc_100000	Gunshot, gunfire
80LZfdjdcfM_80000	Engine
2d915_G3dYU_30000	Speech
HvsykxyXr4c_0	Music
7RF4D_aA7RM_30000	Speech
9Z7KBWwpVgU_110000	Laughter
mCV77DZXlmQ_30000	Engine
7IsaTZRcR4U_28000	Printer
C_Vy4XxBkgw_90000	Bird
1_a3UGI0Zyc_30000	Speech
CWe5exTfrQA_10000	Snoring
dBAwPvsmQOA_80000	Vehicle
-dRCdV6GEdI_30000	Gunshot, gunfire
dPIQQEuvxRk_10000	Fireworks
-lqcjlg15fY_210000	Gunshot, gunfire
Lh9WUOJxZZw_0	Fireworks
0HRv8CeKv1E_10000	Water
Ofglcr0fWBI_2000	Speech
vYSE-F3gRaM_100000	Animal
1a3F-GfrBEg_0	Siren
IEDCxVRUpyA_30000	Water
EPljSogBzMs_190000	Whack, thwack
FwGEy5Ek_xw_160000	Tools
aTgD1u25sNE_0	Bird
6JyRY9aiMOQ_30000	Vacuum cleaner
3eGXNIadwGk_30000	Whistling
IHENnzg1f34_120000	Female singing
0V7-w8K3Fgw_0	Child speech, kid speaking
-2dHZwVu5Qc_30000	Music
G0-aHWKmqs0_30000	Printer
7TztmXvTT1U_290000	Laughter
dYw0SfTcx48_0	Whistling
BWqb0GbRfRk_60000	Vacuum cleaner
8E1HCIbLmV4_30000	Vehicle
D9XbG3mHpPw_530000	Animal
3R5MXgCsFCU_190000	Animal
ZMTa_KM-5NY_30000	Whistling
0MdmUTI0UUg_30000	Female singing
bc6871347KA_240000	Female singing
IHQnP4wYNsw_30000	Vacuum cleaner
Mk7AAHoTHBo_20000	Vacuum cleaner
bI6hI2WEopM_30000	Siren
49-39_cbGEg_30000	Animal
BaXBF-cnYi0_530000	Snoring
6DvZikcsjds_160000	Silence
8etqGQi2aBc_30000	Sound effect
8n1jkGRlae8_210000	Crowd
BGzsPp03mME_50000	Vehicle
0K6oOUQ2Pzw_30000	Water
25d6M9gY1WU_0	Vacuum cleaner
FV4J8inFEr0_440000	Silence
DxupvSHIQkQ_0	Tools
aZP0AN-V8P8_30000	Crowd
QmFCZo_g3h0_130000	Water
SHAncAjicgI_0	Gunshot, gunfire
-0qPtkp0Lvo_30000	Animal
NDYdbp2nE58_0	Snoring
GOK0Q2cEy8Y_190000	Vacuum cleaner
hVtf8kQFWkY_30000	Fireworks
-eUY1MeAXlU_10000	Printer
0J64KP79xkM_30000	Snoring
2-361vCcYIE_30000	Engine
087PMZujH_0_30000	Vehicle
-eXpYZ1Gz9Y_30000	Siren
Ob6zjUu5ZsU_30000	Siren
Px8ZqfhSnEA_500000	Sound effect
cHCIoXF7moA_30000	Car passing by
GDFlTHdkGyo_20000	Snoring
61vmgHxrM_g_370000	Crowd
3hr_T2ueTeU_30000	Female singing
1KLmIS-v60U_10000	Speech
6ZQcrd0LFic_30000	Siren
MmM1DVlrkKo_10000	Laughter
-YcIHw_4P7s_30000	Vehicle
1RH52NZd5F8_50000	Whack, thwack
-pDkEFwoUDg_30000	Heavy engine (low frequency)
Wb2iJLhZ_OM_30000	Printer
SNvyDd5z6bI_30000	Water
-gPM1IQBHkc_0	Gunshot, gunfire
SawEw7asDzo_310000	Gunshot, gunfire
Ri17MlyCHME_30000	Printer
4ynltrtzCgk_140000	Bird
Oc-LSkBla7s_30000	Crowd
YN6W3ZPk1HU_120000	Laughter
5BK190-SpS0_320000	Whack, thwack
FlNN_ZZ3Ffc_9000	Engine
1o003r1S3AE_30000	Female singing
j-AFg9UeoZU_18000	Gunshot, gunfire
C7hIpo0oUIc_130000	Animal
-0MrdSRq3cQ_280000	Tools
6ri-SBCguO0_230000	Car passing by
A22FNkyUsuA_30000	Vehicle
C1DqUI3NI2w_10000	Fireworks
KYLE9stsf9w_30000	Siren
CoRFoy7HUF4_30000	Vehicle
KGJHXCEiJnA_60000	Engine
R689JXGgYJw_30000	Engine
B8Zqeooq_lE_6000	Crowd
-1f7YZIdEi4_30000	Speech
-2Xo18miMzM_30000	Snoring
LoCrTpG8LEY_30000	Speech
M6zmVOpFoKU_160000	Singing
FPJ30LbLE_8_50000	Female singing
--J_SHHhb4o_30000	Heavy engine (low frequency)
FwpDw0PGnTs_75000	Heavy engine (low frequency)
9-DYIrMliZw_30000	Animal
ABwZYIPHF30_20000	Engine
VpunhkGQdQg_10000	Crowd
KL4uiNB7lMA_150000	Vehicle
caI1iADQPVA_130000	Water
2rDOnnJkciI_50000	Engine
VTtOZqyV11M_6000	Printer
OzswMV1r6q4_0	Laughter
Dih6EzyNyfg_30000	Silence
8BAQPWRgzQQ_170000	Child speech, kid speaking
jzw1i1blRcI_190000	Child speech, kid speaking
g-BNcA2xnQw_230000	Fireworks
Cwm03Vn1OnU_10000	Laughter
3l5CT3B4ch4_1000	Heavy engine (low frequency)
--NT32haxPs_30000	Speech
5slzmsYMlpA_29000	Vacuum cleaner
05mn5h8YniY_150000	Speech
5yOuSQROqMU_130000	Siren
Fv1pBmcR8Jg_2000	Vehicle
O6wHTww0BJ4_20000	Tools
3jtQXieJ8og_30000	Mantra
M_DVTqmMne0_60000	Music
5QFBx6s45-k_160000	Whack, thwack
KcBHcveVdrk_60000	Speech
9cLGBhLmBU0_150000	Female singing
C7l_mIsMuXI_80000	Animal
XdbyDiqFnVM_20000	Gunshot, gunfire
5WHC7-ZQJgc_30000	Silence
hPezh8n7w7M_30000	Heavy engine (low frequency)
1DGlSUkdGRA_30000	Vehicle
MP5kNX2Z_R8_50000	Whistling
UNa5EbwhagY_200000	Crowd
EFWZpQ7zpjo_230000	Female singing
PwpYyVRl4r4_240000	Gunshot, gunfire
6AxVE9MTryY_100000	Outside, urban or manmade
7PtHb9jQCtg_130000	Vehicle
2ZJ7R4ggWc0_30000	Bird
L8W-5LTrwjM_30000	Speech
pG8RAbWs1yo_30000	Siren
9htu7on4jdo_30000	Silence
H3MJyXe1MsM_190000	Child speech, kid speaking
l78ooOwvRyY_0	Laughter
1sP88kor_TY_290000	Speech
9FZ-6mrs1Hw_0	Bird
-gV7wGlEIj8_30000	Heavy engine (low frequency)
WtCnv068GCI_30000	Engine
AMw1a31tHGc_230000	Fireworks
57YVC4aqn7E_0	Fireworks
EpsQNV0_iKU_30000	Whistling
-0nJ3hZJbbs_30000	Singing
2yHNI7sOsKQ_200000	Music
-2WT-UCcN6Q_30000	Speech
mgamxYc-D_Y_30000	Vehicle
9xm0YLR853E_30000	Child speech, kid speaking
Ru8sFq251XU_230000	Snoring
LvGbRbTPScI_130000	Music
O0RGgmWCdmU_16000	Vehicle
1mJchuLnt50_30000	Mantra
0AkjHw9iZLs_0	Child speech, kid speaking
FZr-ubMU0D4_30000	Mantra
0dku4e805tY_130000	Laughter
fJojyFrQOv0_12000	Outside, urban or manmade
-qM9ZqKj5Fg_420000	Printer
8ZPd02pU_c4_20000	Whistling
6NYSwV07jbY_30000	Siren
-2UmP4vKQZ0_30000	Music
ARYLHs9jdWg_30000	Siren
HsGtwPXhmec_29000	Heavy engine (low frequency)
shrnJsiyWI0_50000	Car passing by
-0Y7DGbrBR0_20000	Speech
-xhIITrBwXI_30000	Female singing
DOwONIymmDY_6000	Animal
CK3GC9gkorQ_10000	Speech
EUkrChTGiCA_240000	Vehicle
BDzNjuuEQbk_30000	Bird
8XkOOK4TL8U_10000	Crowd
KpMcryqzjGk_240000	Singing
MJAa4bnS6AI_20000	Child speech, kid speaking
fvDMHJofV1Q_80000	Vehicle
0YxQMUhyVQI_30000	Car passing by
-a4S-lG99T8_30000	Vehicle
0tZoQIOR4Nk_420000	Inside, small room
GJef8oz2VpQ_30000	Vacuum cleaner
MIQCC_qQLcs_10000	Vacuum cleaner
--nh7mya5O8_11000	Vehicle
3DwJlcswIQU_4000	Crowd
ECFFC5iKxE8_40000	Vehicle
D37vk961Nl0_250000	Music
JPTVIlGz0qI_310000	Snoring
NLtgxTakoIA_30000	Engine
mtrKsRKBAGc_0	Child speech, kid speaking
0RqWWDIOTiw_30000	Animal
1cM8k0GIRYA_20000	Whistling
BRu2ZAI3W2I_10000	Silence
NXzdweA4mwk_0	Crowd
1bljtnVSJBY_30000	Female singing
K7mSP3zig8I_130000	Whack, thwack
Ov5xZtxb_DM_30000	Siren
Sc4STUMGgUU_70000	Printer
NOZsZG_eK50_70000	Car passing by
Ng5fCv51y5U_350000	Music
HEHHTGWR82I_21000	Tools
HydwYiEudaM_70000	Vehicle
F1ko_KpJzoo_30000	Tools
4U4ycet85SQ_270000	Vacuum cleaner
-1lXmKMKc70_30000	Animal
FRHiwe9a3R0_30000	Snoring
--RBMCFsQrs_30000	Music
DBRdl-Mdmlw_30000	Vehicle
3qoZXJsRezk_410000	Engine
1JV13y1el-k_30000	Mantra
3wSgzJlqbi4_30000	Female singing
8H17M_bRkYA_60000	Animal
22ygHAQDVlU_240000	Whistling
9cV8MxocyU4_30000	Speech
I1OKdNITDMU_150000	Vacuum cleaner
qmR7ywSqo1U_20000	Fireworks
WngaOUp2FjI_30000	Inside, small room
-inB65exXFU_30000	Speech
0ARh-9Amrv0_260000	Speech
nv6nLJOeAEs_320000	Tools
A8o272XEOZc_30000	Speech
-Qr_nhvqV-k_10000	Gunshot, gunfire
3gL8iwqQ2-M_0	Whistling
Fr7WocH_VOM_100000	Vacuum cleaner
VnaqrDLBrP4_30000	Outside, urban or manmade
R-_FfU97BcY_450000	Fireworks
HNsQ9HO6KFI_30000	Crowd
XvzStvsbKuo_30000	Inside, small room
Hdj2oukxOHI_30000	Mantra
5wnULiF9tBk_30000	Music
FwwOzgozEl0_21000	Silence
1LRApy8FDoo_30000	Animal
DYTnHcrMJzU_210000	Crowd
V-GldW2--Bw_20000	Tools
Zw4LLtxx_LE_320000	Speech
4WGD0yjuLo4_0	Sound effect
1ZHnWpLQtyo_30000	Speech
8ZHFPg57e_Y_30000	Vehicle
U4CKGmWOLUk_70000	Whistling
QdFn1NexHec_30000	Engine
8NMOncaAvYA_40000	Inside, small room
5kz1HD7sHNI_30000	Car passing by
0Jme9fmMbCM_30000	Singing
QpdPkT_eb-0_170000	Animal
VlczHAEb5SY_80000	Outside, rural or natural
CiRvRMwph5A_1000	Animal
5ZDJAjqzqa0_27000	Outside, rural or natural
8flafzgOrSI_30000	Vehicle
poHWhb-tBKY_20000	Fireworks
UkA1Y-5-Lh0_220000	Vacuum cleaner
dLWz1J9rj9E_10000	Child speech, kid speaking
7gcWZh8Q-v0_280000	Animal
62JFB7_DSFs_40000	Vehicle
00rg_juGMy8_25000	Vehicle
4TIuVtNpfwA_30000	Vehicle
1aPvDJN21yM_20000	Gunshot, gunfire
5WVBgu5zQhw_12000	Animal
2YxN7lejf84_150000	Speech
Ax77WU8g2aY_40000	Music
ChlkQzrTwKE_10000	Inside, large room or hall
2sFW7bcKzqY_30000	Crowd
9FLDpfkbxZs_330000	Music
1DSF-s97fTI_30000	Car passing by
R2Brru6cc3g_30000	Printer
FR1PHbu4qGA_20000	Singing
H97957fPRJA_390000	Vacuum cleaner
9PdzaYwgQBE_30000	Speech
Ac5ijvE-Wao_240000	Gunshot, gunfire
DmhOPvHTZVM_250000	Vehicle
Qan2TXMSfGI_6000	Heavy engine (low frequency)
5GmlUDUetsI_230000	Silence
0O0LVsVrtYo_30000	Engine
7yfXcrG0AxQ_20000	Printer
FUmNWWk8ByM_40000	Siren
4zIT1lXTATM_0	Mantra
7XxzE7fXA2k_60000	Animal
R-vBJraajVI_0	Child speech, kid speaking
quZXpLqh2P0_30000	Speech
V9MQE-mnmHs_50000	Printer
ZD4T2DwbDHE_0	Whack, thwack
9ZeoYezrI7Q_60000	Inside, small room
6M7aqqXvuEg_20000	Vacuum cleaner
--OBFOUWZi0_90000	Vehicle
1PMCJGZiwXM_30000	Vehicle
UuNNK2WWeF0_0	Child speech, kid speaking
J5okxgIiBTY_4000	Vehicle
jBsrgRst7Aw_30000	Engine
AcvihmVHUEg_6000	Engine
1ikHNR3h-b8_30000	Female singing
LNkQic1JRYE_10000	Printer
A5WTVxpd0ZA_140000	Outside, rural or natural
UNKjLzF3rOw_10000	Snoring
RQ2Zz41WmfM_30000	Music
4frNzH2u6Us_30000	Female singing
c1tIqkQSPmY_80000	Gunshot, gunfire
3wy9qooG6Dc_20000	Speech
SKgUvA5zWNE_0	Engine
3x62CurGYUI_30000	Female singing
_npX6AjZ9RQ_12000	Crowd
JAteDOkGzPU_0	Siren
Bxu5KuG1HQg_40000	Speech
_6gpB_Trvo8_0	Engine
Jikk3-uCa8w_260000	Outside, urban or manmade
BjyhR4v_bN0_0	Water
IYvzcmPhHcs_30000	Bird
BqOm6vAo4Gk_30000	Gunshot, gunfire
LtNF1i2eSwg_5000	Gunshot, gunfire
5gnNJIspgoM_480000	Laughter
Ny81VcfoQD8_490000	Gunshot, gunfire
DSBI2Jmxo0A_30000	Bird
57G_SuJFvf0_400000	Whistling
MvHHLh4BDF0_0	Fireworks
ixoHCWeJ1ww_30000	Car passing by
sWg5Orq9woU_60000	Child speech, kid speaking
6M2atjZNnbE_0	Crowd
3U15BeBIF_c_30000	Whack, thwack
5FXLU7ognI0_30000	Female singing
E_WC92_c0pQ_30000	Mantra
He7jOq1MZH8_30000	Printer
--sXxZRMoNk_30000	Crowd
vGmhDmzntLE_10000	Animal
1cwGW0cBdRs_30000	Music
HTbvQ0Kbucw_0	Gunshot, gunfire
4hX4vPbr_rQ_17000	Vehicle
_iQ2hXonRsY_460000	Speech
1egD5M1YQ_o_30000	Female singing
1TwaEzSF_3U_30000	Mantra
7QQmvgFoBFc_30000	Silence
JtB_47GEm-s_500000	Gunshot, gunfire
AFPlSqZXjnY_30000	Engine
5qSSeC4lPUc_0	Vacuum cleaner
6h8B0X2OrHg_0	Snoring
BrGABzI08Yg_30000	Siren
-oqg5AM7XD8_60000	Printer
OkPrtoIvduk_4000	Car passing by
Y8FA9v9pgNI_20000	Whack, thwack
NeZ3DxIY7lA_120000	Music
KNyZbx5wO5I_20000	Vehicle
FRLz676HT-8_30000	Bird
bd9CKQRGAiE_410000	Tools
NuVJV7c2waM_130000	Tools
6AxNBdjuLUM_100000	Inside, small room
Pzlh5TaV8Qk_10000	Whack, thwack
XNScUpclSOM_30000	Engine
Icl8H8OkcXE_10000	Fireworks
CDzXaXXJbEM_10000	Vacuum cleaner
fWjMlBZISFY_260000	Whack, thwack
NKAp_uZflnI_30000	Vehicle
ZY4BwQxReuQ_140000	Animal
8c8ruGI5dxE_30000	Water
IeUE4Rm9NXk_10000	Silence
pJJoOEXolnM_30000	Speech
W4yqLlXIci4_360000	Engine
-QNnqpm9q-g_240000	Sound effect
f5hCKNP2LPE_160000	Whack, thwack
0zuWAbfWCkY_30000	Female singing
Ed34e-yNGlI_50000	Child speech, kid speaking
9oNKyH5ynrI_10000	Engine
MHi7zwejXuY_0	Engine
HJGtRMubleU_30000	Singing
1QqnGMJs6Qo_30000	Female singing
J7Z-Rnl8J_E_30000	Animal
BM6ZM14xT1M_440000	Water
IndZldHjZJ0_230000	Engine
09lkYEwRaUU_30000	Female singing
1tOCtLJEYUA_200000	Crowd
EJGX2HD1xFQ_6000	Engine
GwKaTZZFsv4_50000	Gunshot, gunfire
YowRV14GJ4Y_340000	Printer
-78GZbMOtZY_30000	Female singing
9UEpcurQh2w_30000	Silence
LDTG9bJ4Lxk_0	Water
FqmwbSPG26o_30000	Laughter
U9o30JY6aYc_30000	Inside, small room
_ErD71CD8ZM_10000	Fireworks
sl2ELLD_dq8_330000	Engine
PRbOxRzYkAc_270000	Music
UbPgXImju9w_80000	Gunshot, gunfire
-gSWiXitxyU_28000	Vehicle
XF7W3ZjvPxw_150000	Siren
-J-a2vYXFrE_140000	Bird
AvqCIiyctAo_0	Snoring
gJEltIOZX9Q_8000	Crowd
-bhtkQBD3yI_280000	Laughter
52MjzmtlWXE_0	Fireworks
BVc9EoGo1ek_30000	Engine
VyIGhHsJhVY_150000	Inside, large room or hall
lQB_5M262xo_10000	Siren
4XApi5UszGE_30000	Female singing
3WFFmffQY1Y_40000	Gunshot, gunfire
CKxlsWvaKOc_90000	Gunshot, gunfire
3ykuX5FguoI_11000	Sound effect
1zsddD0Th40_12000	Animal
LdbvKfd59ks_10000	Snoring
4NrtUfVYS5M_30000	Female singing
19Gp_qFLMNU_30000	Female singing
5fEio0keXh8_100000	Bird
CBUAy9Zl6ZE_10000	Singing
1S1shnnPCkA_220000	Crowd
BPg4nP0qmd0_0	Female singing
FVX7HjCxfXM_30000	Car passing by
2BZc5DGoqzQ_30000	Vehicle
HqF7uiKEjUA_50000	Gunshot, gunfire
c3l2uRDJPqY_30000	Laughter
4ohdJOiFR0k_0	Child speech, kid speaking
RY-lV45jaBA_10000	Fireworks
D4ccFYk3bhU_30000	Engine
KiuKV_X-rOs_0	Gunshot, gunfire
I9afy85I8RE_30000	Speech
WHEHMFbEH8I_30000	Tools
RAAJyZ08T4w_330000	Bird
DcZPwM0Uv2w_0	Engine
71YmHYAmuDk_0	Siren
-3BVOZRXIrQ_30000	Crowd
-1AFbe1z8rc_30000	Mantra
09ngOsZ5UGI_50000	Speech
6__vitBYXko_30000	Heavy engine (low frequency)
1ds6wgeGccw_30000	Heavy engine (low frequency)
2IsoABoCaYU_10000	Mantra
9q8k_i8fXfo_50000	Outside, rural or natural
hFtlw5Z1ys8_30000	Engine
0r1dhLTnADc_110000	Whistling
lZcbXVXdVF4_10000	Female singing
PTGGskEIH4U_30000	Mantra
-lRc3Oeei94_30000	Mantra
FrK8-fd9cN8_28000	Engine
0Qwp9BTXmqQ_60000	Whack, thwack
AyuEAnwWXAI_210000	Speech
9gPDH1ns4Co_120000	Gunshot, gunfire
HZiI4OC7SCM_21000	Vehicle
2Nf2AXhUOdU_30000	Siren
qErxsWEjAoM_110000	Whack, thwack
PBqrYFp7lv4_250000	Vacuum cleaner
DPpmV4JqYsM_30000	Crowd
UkMNfrkNxUk_30000	Animal
_rYWDgHS3nE_20000	Speech
MkEtRG_aHGQ_30000	Water
6ICfseHTZSg_30000	Car passing by
1M6A2fo1cbg_0	Whack, thwack
5xmhBo-WHn4_30000	Water
HEaVl_grIjk_30000	Engine
2TG96fwZCiM_470000	Animal
CdFDBaNe_AA_110000	Mantra
g1brc_kb-bc_30000	Tools
8XxA2h1spFk_190000	Music
fSVKVudzLdo_280000	Crowd
Lo5qq_pXYm0_0	Vehicle
66oGiFT1BaU_30000	Gunshot, gunfire
XoWPycPYrio_30000	Gunshot, gunfire
6R_EUrm4c4w_30000	Female singing
55eSfKOUq_4_30000	Mantra
-01vvGRLG64_30000	Speech
6R8cO4ARzkY_30000	Outside, urban or manmade
YbKzcvAdiAk_10000	Whistling
8K7LPHg0YoI_0	Crowd
